CorrelationId,SessionID,CreatedDateTime,IPAddress,UserPrincipalName,UserDisplayName,ResourceTenantId,ResultType,ResultDescription,AppDisplayName,AuthenticationRequirement,Location,LocationDetails,RiskState,RiskLevelAggregated,RiskDetail,UserAgent,UserId,UserType,SessionId,ResourceOwnerTenantId,SourceSystem,TimeGenerated,ResourceId,OperationName,OperationVersion,Category,ResultSignature,DurationMs,Resource,ResourceGroup,ResourceProvider,Identity,Level,AlternateSignInName,AppId,AuthenticationContextClassReferences,AuthenticationDetails,AppliedEventListeners,AuthenticationMethodsUsed,AuthenticationProcessingDetails,AuthenticationRequirementPolicies,ClientAppUsed,ConditionalAccessPolicies,ConditionalAccessStatus,DeviceDetail,IsInteractive,Id,IsRisky,MfaDetail,NetworkLocationDetails,OriginalRequestId,ProcessingTimeInMilliseconds,RiskEventTypes,RiskEventTypes_V2,RiskLevelDuringSignIn,ResourceDisplayName,ResourceIdentity,ResourceServicePrincipalId,ServicePrincipalId,ServicePrincipalName,Status,TokenIssuerName,TokenIssuerType,AADTenantId,FlaggedForReview,IPAddressFromResourceProvider,SignInIdentifier,SignInIdentifierType,HomeTenantId,UniqueTokenIdentifier,SessionLifetimePolicies,AutonomousSystemNumber,AuthenticationProtocol,CrossTenantAccessType,AuthenticationAppDeviceDetails,AuthenticationAppPolicyEvaluationDetails,ClientCredentialType,FederatedCredentialId,GlobalSecureAccessIpAddress,HomeTenantName,IncomingTokenType,IsTenantRestricted,IsThroughGlobalSecureAccess,OriginalTransferMethod,TokenProtectionStatusDetails,AppliedConditionalAccessPolicies,RiskLevel,Agent,_BilledSize,_IsBillable,Type,attack_scenario
53fb447b-1243-4751-bc54-f868bb8a918a,94b4e204-7e06-4289-ac26-85d84c85da8f,"4/23/2025, 10:23:36.02768 AM",50.86.163.214,stephanie.jackson@fabrikam.net,Stephanie Jackson,0305b03b-f7ce-4751-a7ce-e78210caf1d5,0,Sign-in succeeded,Office 365,MultiFactorAuthentication,"Munich, Bavaria, Germany","{""countryOrRegion"":""Germany"",""state"":""Bavaria"",""city"":""Munich""}",none,none,none,Opera/8.67.(Windows NT 5.1; az-AZ) Presto/2.9.164 Version/11.00,6d7b3233-b6c4-411b-8654-4f4e2c0cf902,Guest,cb0fe44a-d582-40ec-9c9e-b595cb3a3436,2cfbb968-a5f7-4fda-8d88-fc422ecc5627,Azure AD,"4/23/2025, 10:23:00 AM",/tenants/16c09f4b-4186-4e37-a3a4-f2735ca97438/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,72,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Sarah Marquez,4,,62bd135d-aae9-4b14-836a-38e9960fd9eb,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Desktop Client,[],notApplied,"{""deviceId"":""d8639ef4-cbe3-41a2-a535-7303d9237849"",""operatingSystem"":""Windows""}",TRUE,74b03f05-b48f-4ec7-bdcb-594b5e8523c8,FALSE,,{},06018e4d-1497-4786-87b7-b2a545444610,294,[],[],none,Office 365,32b10abb-0e23-43ea-9272-f95b56d5dd7c,d93409b4-5b93-4b0f-a8bd-fbf1292b7e38,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,9c966651-e7f6-4df3-b6d6-3c6f7a0086f0,FALSE,,,userPrincipalName,2e0b5e90-16e4-4d04-b7ef-038c7c225051,feff0a7a-fbcb-43d5-834f-5f994dbbb67a,[],"8,466",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],low,,,,SigninLogs,normal_success
c6531fe3-1502-4095-aeee-b0cd1953bdd6,dbf787a3-3db6-4cd0-ae61-0ebec37fb272,"4/23/2025, 10:24:36.02768 AM",13.233.66.178,justin.guzman@fabrikam.net,Justin Guzman,f78fc7a2-3627-4e7c-a4fd-0be5d0faa22f,0,Sign-in succeeded,SharePoint,MultiFactorAuthentication,"Sydney, NSW, Australia","{""countryOrRegion"":""Australia"",""state"":""NSW"",""city"":""Sydney""}",none,none,none,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.1),8f867fcc-2341-4db4-89cf-c0b8a801f91a,Member,77054892-7c26-48a0-a39a-5e06098c2b87,ccbbfed7-07fc-4ee5-839f-642778100f05,Azure AD,"4/23/2025, 10:24:00 AM",/tenants/5c8b68bd-1864-4d52-9d12-0a50645a0554/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,291,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Jessica Mahoney,4,,7bb339a9-c69d-471b-a3f3-10e265a9f771,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Desktop Client,[],notApplied,"{""deviceId"":""3c5e34a1-e575-4bfa-96f2-9c8408cbb4c7"",""operatingSystem"":""Android""}",TRUE,157dfd67-a03a-453e-81c4-ac4eeeb6fe24,FALSE,,{},b8e23679-8eb6-442f-af8b-bae1d9f0093a,219,[],[],medium,SharePoint,eb1eb6c7-5b70-46c1-81a9-ce7b56093f27,4db13c30-b05d-43c1-8e1f-4cfaace22390,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,1909d765-21f8-45ef-849e-feb42a4dcc6a,FALSE,,,userPrincipalName,249871c1-7354-4ecb-be03-432312ca4352,a88f4ff1-a4fa-4ade-a059-204d0d314df5,[],"1,965",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],low,,,,SigninLogs,normal_success
8814b551-5532-46db-9663-462981c3172b,d482ff41-f1d3-410d-957e-7898422ee39f,"4/23/2025, 10:25:36.02768 AM",41.178.56.131,michelle.taylor@fabrikam.net,Michelle Taylor,f713257a-88b2-4fbd-8c68-a3d02533ab46,0,Sign-in succeeded,Teams,SingleFactorAuthentication,"San Francisco, California, US","{""countryOrRegion"":""US"",""state"":""California"",""city"":""San Francisco""}",none,none,none,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/34.0.838.0 Safari/536.1",69ff9807-f046-44fc-b37e-384f01afb183,Member,65bdf062-c59f-4e2f-bcde-afffa7be13f8,350f120f-8f2f-49dd-a719-45c1358953b4,Azure AD,"4/23/2025, 10:25:00 AM",/tenants/53a11b8b-007f-4394-8f07-41fb6f29f2eb/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,53,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Matthew Warren,4,,be87d6a8-3bfb-4e71-8320-c13c5a7fb6bb,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Desktop Client,[],notApplied,"{""deviceId"":""eaa04122-d21c-4f29-9bd6-224759c785ad"",""operatingSystem"":""iOS""}",TRUE,1d7b6874-7695-4034-9b3f-667a94e2a12c,FALSE,,{},ded33676-03c9-42f8-a546-b3c65a00183f,356,[],[],high,Outlook,6be00d76-8dae-474d-b0d9-2b1994867078,8fad9a84-cb42-48e4-93d1-f2168707db49,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,c4fcf880-dcc9-4af2-b8fd-6891898ba2f9,FALSE,,,userPrincipalName,0ad265d5-193a-43e3-b590-4b7e4ffd5d6b,a78abeed-53dd-4028-9df1-ded06263067a,[],"2,923",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],low,,,,SigninLogs,normal_success
f306fc18-a607-4353-998a-5b4a0c432435,faea2bff-7064-4650-b728-6af8eb9c3188,"4/23/2025, 10:26:36.02768 AM",53.222.200.146,lisa.edwards@fabrikam.net,Lisa Edwards,0c9847e9-0938-433d-87cf-fc4682dfaab2,0,Sign-in succeeded,Outlook,SingleFactorAuthentication,"San Francisco, California, US","{""countryOrRegion"":""US"",""state"":""California"",""city"":""San Francisco""}",none,none,none,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/50.0.809.0 Mobile/84U185 Safari/532.1",d5da7dd6-47c3-4bde-87ec-35a134787e0f,Member,9a1f2d5c-5ceb-49b4-9af0-beae56951d97,29d4e211-9d91-4fb8-b0d5-815d835e8d8c,Azure AD,"4/23/2025, 10:26:00 AM",/tenants/613ae248-bbca-41d7-8cd7-7a418655d35e/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,100,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Christopher Myers,4,,52e029c3-7ae6-4b89-8e0b-21bfc5b6401f,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Desktop Client,[],notApplied,"{""deviceId"":""0381a2ee-0fa3-44e5-b064-b73e0d5b8d3c"",""operatingSystem"":""iOS""}",TRUE,603e2308-816e-4747-ab87-048fae82f7b7,FALSE,,{},e203cd7d-0727-476b-ace0-063d36525f45,441,[],[],low,Outlook,4688f897-a306-40a3-a8cd-6a7fc33d7072,713d1379-bc8e-49d1-a570-69cf13337aa9,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,0899e2e6-4518-41e9-93e0-81d07a0245d8,FALSE,,,userPrincipalName,75587320-6104-4d54-8534-86cb8ee00cf2,0f98c03d-239b-45c7-918a-87366bfb3da3,[],"8,376",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],high,,,,SigninLogs,normal_success
f779d205-417e-4d4d-8d73-456b4fe15eb7,96389523-4a05-41e7-891f-22e8a2802a02,"4/23/2025, 10:27:36.02768 AM",99.95.96.38,joshua.mendoza@adatum.org,Joshua Mendoza,950fb146-3998-4b3f-8f8c-409e61abfbe3,0,Sign-in succeeded,Teams,SingleFactorAuthentication,"Munich, Bavaria, Germany","{""countryOrRegion"":""Germany"",""state"":""Bavaria"",""city"":""Munich""}",none,none,none,Opera/8.77.(X11; Linux x86_64; ms-MY) Presto/2.9.181 Version/11.00,500b3e7f-cad7-4082-86a6-5358cd3c3a1c,Guest,858fb271-c8ae-4750-aa58-7a2b157a35e0,8be78f1b-cf51-45d9-8d11-aa5fb696bb67,Azure AD,"4/23/2025, 10:27:00 AM",/tenants/660daeee-7c69-4a9a-b8de-856043ce533b/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,282,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Dakota Wilson,4,,79f8d04c-d3a4-403d-8e62-8772c3d1ee01,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Mobile App,[],notApplied,"{""deviceId"":""6f04968e-b745-42fc-9ea9-82fff4ad2e0c"",""operatingSystem"":""iOS""}",TRUE,0103916c-8375-4dfa-8e02-2b30f330977d,FALSE,,{},8ffb9bc3-4f3a-4191-bc59-0a10ed2d40c4,175,[],[],high,Azure Portal,00072b5c-44e1-4b8c-8a90-4892808d5af4,a8f8117d-023e-4bdd-978e-ba8241ec4188,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,7b5e9de6-1561-4639-ab7d-2ea10e06c3a6,FALSE,,,userPrincipalName,75f35074-ada4-45fa-a8c4-3965c4674ed6,d1773934-776d-4bd9-9aeb-f536d16834ca,[],"8,957",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],low,,,,SigninLogs,normal_success
fa9a977c-45d8-401c-9769-a84d89cce730,81d815b0-949b-4b0a-bdb5-adb83e96550d,"4/23/2025, 10:28:36.02768 AM",220.209.163.99,monica.moyer@adatum.org,Monica Moyer,8a5eab42-03fb-4c0a-9d76-72b32b476379,0,Sign-in succeeded,Office 365,MultiFactorAuthentication,"Sydney, NSW, Australia","{""countryOrRegion"":""Australia"",""state"":""NSW"",""city"":""Sydney""}",none,none,none,Opera/9.72.(X11; Linux x86_64; as-IN) Presto/2.9.179 Version/10.00,a27912cf-b19b-4bc3-9ade-23db63a20640,Member,ba9cbdca-f648-4a90-ab34-d70ffad432f0,7c7e6d8d-47ba-4277-ba38-5a4b4bbf5f29,Azure AD,"4/23/2025, 10:28:00 AM",/tenants/2d6d8ad1-0243-4f58-8128-8268fa8ed568/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,163,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Paul Taylor,4,,02b1bebf-d6d9-4966-abec-f33b5ef2f3fc,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Desktop Client,[],notApplied,"{""deviceId"":""8d3076c5-bab2-447a-8283-e8ad77e152e1"",""operatingSystem"":""iOS""}",TRUE,0a402f52-efd8-4b62-8a39-0a07460ef51c,FALSE,,{},eaad62cb-3c00-4ca3-a497-b208889ee433,105,[],[],low,Teams,5345a73f-e45d-45bd-8f67-48a108bcf329,14b0380f-1b6d-415c-b27e-734d9c4db97f,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,7d7be729-3cef-43b3-a40d-626ccc8f14ab,FALSE,,,userPrincipalName,80561567-2344-48c1-921d-6671c7a1aef8,8444542b-f46c-4e00-92c8-2a1bced21b2d,[],"8,836",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],medium,,,,SigninLogs,normal_success
e0b42341-ab2e-4c0c-9aa4-5e0f13c7cf04,e75a6839-7fe8-4d26-8ef0-d38d9aee1016,"4/23/2025, 10:29:36.02768 AM",90.237.230.93,allison.wright@adatum.org,Allison Wright,41b50a25-fcd8-4932-a7bf-8d63637238da,0,Sign-in succeeded,Teams,SingleFactorAuthentication,"Mumbai, Maharashtra, India","{""countryOrRegion"":""India"",""state"":""Maharashtra"",""city"":""Mumbai""}",none,none,none,Opera/9.74.(X11; Linux x86_64; zh-TW) Presto/2.9.163 Version/10.00,0c22db05-a0a7-4b05-b7fb-54135a737e0b,Guest,8a77ca22-8f09-4782-b7cc-250ba4deac77,0772def1-bfbb-403c-bca6-12cf7351049b,Azure AD,"4/23/2025, 10:29:00 AM",/tenants/86923fe0-7aa0-4c19-bdb1-be4f4edb3c5f/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,26,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Jennifer Moyer,4,,7868d081-88ce-43f8-8a33-9005ff5f5319,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Browser,[],notApplied,"{""deviceId"":""5b009bba-00c7-4e8d-8473-c954b4eed3d1"",""operatingSystem"":""macOS""}",TRUE,053f926c-ec28-49fb-940c-2e4d92b5702c,FALSE,,{},f745e25a-0ee2-4e22-9ad8-0b37ff823dba,173,[],[],medium,SharePoint,604fa724-7816-4fe8-a8c7-0c4d89ec719a,e726e8a5-2f88-4d7e-ae19-17934dd9a660,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,c3941b49-7681-4fb4-aa70-4b9fca0c4289,FALSE,,,userPrincipalName,62984bc6-938d-4cd7-8c7e-5c7d87997b90,32c9d32c-71e9-4189-80c0-69df51685fb3,[],"1,648",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],high,,,,SigninLogs,normal_success
f37f4f8c-3376-47a2-9e59-3e755b9c0215,2d3068ad-b591-44c5-9e1b-c9d1eaeccfad,"4/23/2025, 10:30:36.02768 AM",9.57.57.237,ronald.atkins@adatum.org,Ronald Atkins,5d37a099-ce51-46fb-8fc4-dae73939ea61,0,Sign-in succeeded,Office 365,SingleFactorAuthentication,"Munich, Bavaria, Germany","{""countryOrRegion"":""Germany"",""state"":""Bavaria"",""city"":""Munich""}",none,none,none,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; br-FR) AppleWebKit/533.46.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.46.2",2af56f67-f762-4f0f-be4e-82aa5b50b276,Member,0caed4e7-dd72-4a15-9a7c-266f2cc0d302,c4465de9-2e14-448a-a944-b64ccf6dbed3,Azure AD,"4/23/2025, 10:30:00 AM",/tenants/f60a3b93-45f7-44ac-a33a-b28181025e66/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,93,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Rebecca Russell MD,4,,d110faeb-a393-4fe2-a5dd-98b05b524248,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Browser,[],notApplied,"{""deviceId"":""bc21df2d-df71-49bc-a795-2bc129490088"",""operatingSystem"":""Linux""}",TRUE,f22f7c67-f16a-419e-9f1f-f92cb5bde74c,FALSE,,{},9a2211e7-b7f0-4cb2-8d4d-68e0c3d1e1be,296,[],[],high,SharePoint,4d1d30a0-2b59-49f6-b526-f82b68bbadfe,64ee0ff3-a88d-4162-a75f-3a942257e51a,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,c390dad5-1938-41bd-aa15-11ca0e8248c5,FALSE,,,userPrincipalName,1d00481e-39d1-4816-8f6a-4cfd2b5fcfe8,f6bb6457-36c5-4c6e-bdee-dd773fae5095,[],"4,279",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],high,,,,SigninLogs,normal_success
3c21bad2-13d1-49ab-a401-08f423f288d3,da38af71-8601-4fa8-91d2-13fca55f7d9e,"4/23/2025, 10:31:36.02768 AM",206.222.18.64,briana.turner@contoso.com,Briana Turner,d218a9ab-f2ee-467b-8b05-ffbbd3916877,0,Sign-in succeeded,Azure Portal,SingleFactorAuthentication,"San Francisco, California, US","{""countryOrRegion"":""US"",""state"":""California"",""city"":""San Francisco""}",none,none,none,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/12.0k4479.0 Mobile/86S512 Safari/531.0",a29559aa-0ab1-4ecc-8523-b5b74abba303,Guest,c027dea4-8cec-41b2-a32b-9a32566f1cdd,ae70b586-ed0d-4a50-b7a2-1bcafed993cd,Azure AD,"4/23/2025, 10:31:00 AM",/tenants/f86f23e9-a9f9-4804-9684-890c18cfc21b/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,268,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Brittany Smith,4,,61129507-8d31-4a70-8ac4-fb8f1d596527,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Desktop Client,[],notApplied,"{""deviceId"":""3fbcd592-c91e-4c01-9ba1-7bf98e69e592"",""operatingSystem"":""Linux""}",TRUE,316f6c91-c8a7-4d79-901e-317d887cd544,FALSE,,{},10d83217-4823-441b-b4f8-a6e61447678d,411,[],[],none,SharePoint,d3724ffe-acad-4062-8ae5-9a1f44f903d5,c9b7e51a-d51d-46e3-9595-6006b3e6d4b1,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,e9451622-55f4-42e6-935d-47ea1e6de684,FALSE,,,userPrincipalName,79ae771d-666e-40bd-af0d-e99a213338cb,e9ffe44b-24dd-4797-bbdd-b07834be3751,[],"3,560",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],medium,,,,SigninLogs,normal_success
3e8f6d43-f267-4f39-86a6-b2436c12dc76,0257e7a3-5396-4941-898a-4557eb8a77bf,"4/23/2025, 10:32:36.02768 AM",212.43.195.201,kurt.johns@contoso.com,Kurt Johns,5967efb0-a215-4baf-8888-5148c16c0105,0,Sign-in succeeded,Azure Portal,MultiFactorAuthentication,"Sydney, NSW, Australia","{""countryOrRegion"":""Australia"",""state"":""NSW"",""city"":""Sydney""}",none,none,none,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.17.3 (KHTML, like Gecko) Version/5.0 Safari/535.17.3",81d77499-006f-4a36-90bc-3bb713ce03f1,Member,d59d1fa7-1d53-4514-b3f2-77cdfb10f001,0b7db94e-d12f-4e70-84b7-973bc72d7455,Azure AD,"4/23/2025, 10:32:00 AM",/tenants/03ee2b89-c8a8-4b0e-939f-cef5480bc226/providers/Microsoft.aadiam,Sign-in activity,1,SignInLogs,SUCCESS,163,Microsoft.aadiam,Microsoft.aadiam,Microsoft.aadiam,Alan Lawrence,4,,d29a6388-f64e-466b-b4b1-f5cb7f8d1cbc,"[{""id"":""urn:user:registersecurityinfo"",""detail"":""previouslySatisfied""}]",[],[],"[""Password""]",[],[],Desktop Client,[],notApplied,"{""deviceId"":""b5260e61-2637-41be-b06c-0f173bd4138d"",""operatingSystem"":""Linux""}",TRUE,69bb7365-a11c-4ff8-beae-ee07971ca864,FALSE,,{},5b49e805-fe0f-4f06-abdf-32e5fff8ec92,112,[],[],none,Outlook,3b7b4925-8221-48e5-9e6f-63b5088af354,a645e52c-998b-4098-80d8-4fb4c66c05bf,,,"{""errorCode"":0,""failureReason"":null,""additionalDetails"":""Success""}",AzureAD,AzureAD,a5bded83-e987-44b2-b063-7e331cb7bdaa,FALSE,,,userPrincipalName,e10c12b6-3550-4c7a-8eff-45b1a8d5e552,d55f694f-89f3-4fb6-8c69-39ef474d95fb,[],"3,382",none,none,,,primaryRefreshToken,,,,,FALSE,FALSE,none,"{""signInSessionStatus"":""bound"",""signInSessionStatusCode"":0}",[],low,,,,SigninLogs,normal_success
